run_id,tool_a,call_a,tool_b,call_b,layer,head,l2,cosine
20260623_203232_300106,web_search,0,python_execute,2,1,1,0.011841,0.998364
20260623_203232_300106,web_search,0,python_execute,2,1,2,0.010316,0.985118
20260623_203232_300106,web_search,0,python_execute,2,1,3,0.016675,0.992865
20260623_203232_300106,web_search,0,python_execute,2,1,4,0.013014,0.993132
20260623_203232_300106,web_search,0,python_execute,2,1,5,0.010826,0.996918
20260623_203232_300106,web_search,0,python_execute,2,1,6,0.014621,0.981347
20260623_203232_300106,web_search,0,python_execute,2,1,7,0.020442,0.998541
20260623_203232_300106,web_search,0,python_execute,2,2,0,0.053850,0.928700
20260623_203232_300106,web_search,0,python_execute,2,2,1,0.027018,0.974105
20260623_203232_300106,web_search,0,python_execute,2,2,2,0.019691,0.958478
20260623_203232_300106,web_search,0,python_execute,2,2,3,0.024559,0.966630
20260623_203232_300106,web_search,0,python_execute,2,2,4,0.030101,0.990226
20260623_203232_300106,web_search,0,python_execute,2,2,5,0.021477,0.973698
20260623_203232_300106,web_search,0,python_execute,2,2,6,0.021632,0.964090
20260623_203232_300106,web_search,0,python_execute,2,2,7,0.033179,0.961851
20260623_203232_300106,web_search,0,python_execute,2,3,0,0.051579,0.958648
20260623_203232_300106,web_search,0,python_execute,2,3,1,0.020972,0.990704
20260623_203232_300106,web_search,0,python_execute,2,3,2,0.037097,0.943905
20260623_203232_300106,web_search,0,python_execute,2,3,3,0.034392,0.964771
20260623_203232_300106,web_search,0,python_execute,2,3,4,0.034897,0.940495
20260623_203232_300106,web_search,0,python_execute,2,3,5,0.031300,0.977999
20260623_203232_300106,web_search,0,python_execute,2,3,6,0.024429,0.973353
20260623_203232_300106,web_search,0,python_execute,2,3,7,0.038729,0.945875
20260623_203232_300106,web_search,0,python_execute,2,4,0,0.065002,0.940897
20260623_203232_300106,web_search,0,python_execute,2,4,1,0.045356,0.961774
20260623_203232_300106,web_search,0,python_execute,2,4,2,0.050627,0.995442
20260623_203232_300106,web_search,0,python_execute,2,4,3,0.044884,0.948609
20260623_203232_300106,web_search,0,python_execute,2,4,4,0.055940,0.938502
20260623_203232_300106,web_search,0,python_execute,2,4,5,0.039095,0.977090
20260623_203232_300106,web_search,0,python_execute,2,4,6,0.029225,0.968227
20260623_203232_300106,web_search,0,python_execute,2,4,7,0.027525,0.978247
20260623_203232_300106,web_search,0,python_execute,2,5,0,0.101408,0.983024
20260623_203232_300106,web_search,0,python_execute,2,5,1,0.055418,0.975577
20260623_203232_300106,web_search,0,python_execute,2,5,2,0.032367,0.975595
20260623_203232_300106,web_search,0,python_execute,2,5,3,0.091304,0.985774
20260623_203232_300106,web_search,0,python_execute,2,5,4,0.042573,0.995712
20260623_203232_300106,web_search,0,python_execute,2,5,5,0.041492,0.974480
20260623_203232_300106,web_search,0,python_execute,2,5,6,0.073448,0.964735
20260623_203232_300106,web_search,0,python_execute,2,5,7,0.044957,0.979169
20260623_203232_300106,web_search,0,python_execute,2,6,0,0.132098,0.896211
20260623_203232_300106,web_search,0,python_execute,2,6,1,0.099163,0.957243
20260623_203232_300106,web_search,0,python_execute,2,6,2,0.140518,0.759377
20260623_203232_300106,web_search,0,python_execute,2,6,3,0.061763,0.880035
20260623_203232_300106,web_search,0,python_execute,2,6,4,0.063889,0.967904
20260623_203232_300106,web_search,0,python_execute,2,6,5,0.111084,0.944249
20260623_203232_300106,web_search,0,python_execute,2,6,6,0.112368,0.930674
20260623_203232_300106,web_search,0,python_execute,2,6,7,0.061206,0.959942
20260623_203232_300106,web_search,0,python_execute,2,7,0,0.212130,0.964697
20260623_203232_300106,web_search,0,python_execute,2,7,1,0.139243,0.948028
20260623_203232_300106,web_search,0,python_execute,2,7,2,0.147691,0.984742
20260623_203232_300106,web_search,0,python_execute,2,7,3,0.100109,0.931260
20260623_203232_300106,web_search,0,python_execute,2,7,4,0.144894,0.974845
20260623_203232_300106,web_search,0,python_execute,2,7,5,0.092908,0.948523
